,period_id,y_it,x_it,bus_id
46,46,0,20,9
47,47,0,22,9
48,48,0,24,9
49,49,0,26,9
50,50,0,27,9
51,51,0,29,9
52,52,0,31,9
53,53,0,33,9
54,54,0,35,9
55,55,0,37,9
56,56,1,1,9
57,57,0,2,9
58,58,0,3,9
59,59,0,5,9
60,60,0,7,9
61,61,0,8,9
62,62,0,8,9
63,63,0,10,9
64,64,0,12,9
65,65,0,14,9
66,66,0,15,9
67,67,0,17,9
68,68,0,18,9
69,69,0,19,9
70,70,0,21,9
71,71,0,23,9
72,72,0,25,9
73,73,0,26,9
74,74,0,28,9
75,75,0,31,9
76,76,0,33,9
77,77,0,35,9
78,78,0,36,9
79,79,0,37,9
80,80,0,37,9
81,81,0,39,9
82,82,0,40,9
83,83,0,41,9
84,84,0,43,9
85,85,0,45,9
86,86,0,47,9
87,87,1,2,9
88,88,0,4,9
89,89,0,5,9
90,90,0,6,9
91,91,0,8,9
92,92,0,10,9
93,93,0,11,9
94,94,0,13,9
95,95,0,14,9
96,96,0,15,9
97,97,0,16,9
98,98,0,16,9
99,99,0,17,9
100,100,0,18,9
101,101,0,19,9
102,102,0,21,9
103,103,0,21,9
104,104,0,23,9
105,105,0,24,9
106,106,0,26,9
107,107,0,28,9
108,108,0,29,9
109,109,0,30,9
110,110,0,32,9
111,111,0,33,9
112,112,0,35,9
113,113,0,36,9
114,114,0,38,9
115,115,0,39,9
116,116,0,40,9
117,117,0,42,9
118,118,0,43,9
119,119,1,2,9
120,120,0,5,9
121,121,0,6,9
122,122,0,8,9
123,123,0,9,9
124,124,0,10,9
125,125,0,11,9
126,126,0,12,9
127,127,0,14,9
128,128,0,15,9
129,129,0,15,9
130,130,0,17,9
131,131,0,19,9
132,132,0,21,9
133,133,0,23,9
134,134,0,25,9
135,135,0,27,9
136,136,0,29,9
137,137,1,1,9
138,138,0,3,9
139,139,0,5,9
140,140,0,7,9
141,141,0,8,9
142,142,0,10,9
143,143,0,11,9
144,144,0,12,9
145,145,0,12,9
146,146,0,13,9
147,147,0,14,9
148,148,0,15,9
149,149,0,16,9
0,0,0,2,10
1,1,0,4,10
2,2,0,5,10
3,3,0,7,10
4,4,0,8,10
5,5,0,10,10
6,6,0,11,10
7,7,0,13,10
8,8,0,15,10
9,9,0,17,10
10,10,0,19,10
11,11,0,20,10
12,12,0,21,10
13,13,0,22,10
14,14,0,24,10
15,15,0,25,10
16,16,0,27,10
17,17,0,28,10
18,18,0,30,10
19,19,0,32,10
20,20,0,33,10
21,21,0,35,10
22,22,0,37,10
23,23,0,39,10
24,24,0,41,10
25,25,0,43,10
26,26,1,1,10
27,27,0,2,10
28,28,0,3,10
29,29,0,4,10
30,30,0,6,10
31,31,0,7,10
32,32,0,8,10
33,33,0,10,10
34,34,0,12,10
35,35,0,13,10
36,36,0,15,10
37,37,0,17,10
38,38,0,18,10
39,39,0,18,10
40,40,0,18,10
41,41,0,20,10
42,42,0,20,10
43,43,0,20,10
44,44,0,22,10
45,45,0,22,10
46,46,0,23,10
47,47,0,24,10
48,48,0,25,10
49,49,0,27,10
50,50,0,29,10
51,51,0,30,10
52,52,0,32,10
53,53,0,34,10
54,54,1,1,10
55,55,0,3,10
56,56,0,4,10
57,57,0,6,10
58,58,0,8,10
59,59,0,9,10
60,60,0,11,10
61,61,0,11,10
62,62,0,13,10
63,63,0,15,10
64,64,0,17,10
65,65,0,19,10
66,66,0,21,10
67,67,0,22,10
68,68,0,23,10
69,69,0,25,10
70,70,0,26,10
71,71,0,27,10
72,72,0,29,10
73,73,0,31,10
74,74,0,33,10
75,75,0,34,10
76,76,1,2,10
77,77,0,4,10
78,78,0,6,10
79,79,0,6,10
80,80,0,8,10
81,81,0,9,10
82,82,0,9,10
83,83,0,10,10
84,84,0,12,10
85,85,0,13,10
86,86,0,14,10
87,87,0,15,10
88,88,0,16,10
89,89,0,17,10
90,90,0,19,10
91,91,0,20,10
92,92,0,22,10
93,93,0,23,10
94,94,0,24,10
95,95,0,26,10
96,96,0,28,10
97,97,0,30,10
98,98,0,32,10
99,99,0,34,10
100,100,0,35,10
101,101,1,1,10
102,102,0,3,10
103,103,0,5,10
104,104,0,7,10
105,105,0,9,10
106,106,0,10,10
107,107,0,11,10
108,108,0,12,10
109,109,0,14,10
110,110,0,15,10
111,111,0,16,10
112,112,0,16,10
113,113,0,18,10
114,114,0,19,10
115,115,0,21,10
116,116,0,23,10
117,117,0,23,10
118,118,0,25,10
119,119,0,25,10
120,120,0,27,10
121,121,0,27,10
122,122,0,29,10
123,123,0,30,10
124,124,0,30,10
125,125,0,31,10
126,126,0,31,10
127,127,0,33,10
128,128,0,33,10
129,129,0,35,10
130,130,0,37,10
131,131,0,38,10
132,132,0,40,10
133,133,1,2,10
134,134,0,3,10
135,135,0,4,10
136,136,0,6,10
137,137,0,8,10
138,138,0,9,10
139,139,0,11,10
140,140,0,13,10
141,141,0,13,10
142,142,0,14,10
143,143,0,16,10
144,144,0,18,10
145,145,0,19,10
146,146,0,20,10
147,147,0,21,10
148,148,0,22,10
149,149,0,24,10
0,0,0,2,11
1,1,0,4,11
2,2,0,4,11
3,3,0,4,11
4,4,0,6,11
5,5,0,7,11
6,6,0,8,11
7,7,0,9,11
8,8,0,10,11
9,9,0,12,11
10,10,0,14,11
11,11,0,16,11
12,12,0,17,11
13,13,0,17,11
14,14,0,18,11
15,15,0,19,11
16,16,0,20,11
17,17,0,22,11
18,18,0,24,11
19,19,0,26,11
20,20,0,28,11
21,21,0,30,11
22,22,0,31,11
23,23,0,32,11
24,24,0,34,11
25,25,0,35,11
26,26,0,37,11
27,27,0,39,11
28,28,0,41,11
29,29,0,42,11
30,30,0,43,11
31,31,0,43,11
32,32,0,44,11
33,33,0,46,11
34,34,0,48,11
35,35,0,50,11
36,36,0,51,11
37,37,1,1,11
38,38,0,2,11
39,39,0,4,11
40,40,0,6,11
41,41,0,8,11
42,42,0,11,11
43,43,0,12,11
44,44,0,14,11
45,45,0,15,11
46,46,0,16,11
47,47,0,17,11
48,48,0,19,11
49,49,0,20,11
50,50,0,21,11
51,51,0,23,11
52,52,0,24,11
53,53,0,25,11
54,54,0,27,11
55,55,0,28,11
56,56,0,29,11
57,57,0,30,11
58,58,0,32,11
59,59,0,33,11
60,60,0,33,11
61,61,0,34,11
62,62,0,35,11
63,63,0,36,11
64,64,0,37,11
65,65,0,39,11
66,66,1,2,11
67,67,0,2,11
68,68,0,4,11
69,69,0,6,11
70,70,0,7,11
71,71,0,9,11
72,72,0,10,11
73,73,0,11,11
74,74,0,12,11
75,75,0,14,11
76,76,0,16,11
77,77,0,18,11
78,78,0,20,11
79,79,0,22,11
80,80,0,24,11
81,81,0,25,11
82,82,0,27,11
83,83,0,29,11
84,84,0,29,11
85,85,0,30,11
86,86,0,31,11
87,87,0,32,11
88,88,0,33,11
89,89,1,2,11
90,90,0,4,11
91,91,0,6,11
92,92,0,7,11
93,93,0,9,11
94,94,0,10,11
95,95,0,12,11
96,96,0,14,11
97,97,0,15,11
98,98,0,17,11
99,99,0,18,11
100,100,0,20,11
101,101,0,21,11
102,102,0,23,11
103,103,0,24,11
104,104,0,26,11
105,105,0,27,11
106,106,0,28,11
107,107,1,2,11
108,108,0,3,11
109,109,0,4,11
110,110,0,6,11
111,111,0,8,11
112,112,0,10,11
113,113,0,12,11
114,114,0,13,11
115,115,0,14,11
116,116,0,15,11
117,117,0,15,11
118,118,0,16,11
119,119,0,17,11
120,120,0,17,11
121,121,0,19,11
122,122,0,21,11
123,123,0,23,11
124,124,0,24,11
125,125,0,26,11
126,126,0,27,11
127,127,0,29,11
128,128,0,31,11
129,129,1,2,11
130,130,0,4,11
131,131,0,4,11
132,132,0,6,11
133,133,0,8,11
134,134,0,10,11
135,135,0,11,11
136,136,0,12,11
137,137,0,13,11
138,138,0,15,11
139,139,0,15,11
140,140,0,16,11
141,141,0,17,11
142,142,0,18,11
143,143,0,20,11
144,144,0,22,11
145,145,0,23,11
146,146,0,24,11
147,147,0,26,11
148,148,0,28,11
149,149,0,30,11
0,0,0,1,12
1,1,0,3,12
2,2,0,4,12
3,3,0,4,12
4,4,0,5,12
5,5,0,7,12
6,6,0,7,12
7,7,0,8,12
8,8,0,10,12
9,9,0,12,12
10,10,0,14,12
11,11,0,15,12
12,12,0,16,12
13,13,0,18,12
14,14,0,20,12
15,15,0,21,12
16,16,0,23,12
17,17,0,25,12
18,18,0,26,12
19,19,0,27,12
20,20,1,1,12
21,21,0,3,12
22,22,0,5,12
23,23,0,7,12
24,24,0,9,12
25,25,0,10,12
26,26,0,12,12
27,27,0,14,12
28,28,0,16,12
29,29,0,17,12
30,30,0,19,12
31,31,0,21,12
32,32,0,23,12
33,33,0,24,12
34,34,0,24,12
35,35,0,25,12
36,36,0,27,12
37,37,0,27,12
38,38,0,28,12
39,39,0,30,12
40,40,0,31,12
41,41,0,32,12
42,42,0,34,12
43,43,0,36,12
44,44,0,38,12
45,45,1,1,12
46,46,0,3,12
47,47,0,5,12
48,48,0,5,12
49,49,0,7,12
50,50,0,7,12
51,51,0,9,12
52,52,0,11,12
53,53,0,13,12
54,54,0,15,12
55,55,0,17,12
56,56,0,18,12
57,57,0,20,12
58,58,0,21,12
59,59,0,22,12
60,60,0,24,12
61,61,0,25,12
62,62,0,26,12
63,63,0,28,12
64,64,0,29,12
65,65,0,30,12
66,66,0,31,12
67,67,0,33,12
68,68,0,35,12
69,69,1,2,12
70,70,0,4,12
71,71,0,5,12
72,72,0,7,12
73,73,0,8,12
74,74,0,10,12
75,75,0,11,12
76,76,0,13,12
77,77,0,15,12
78,78,0,16,12
79,79,0,17,12
80,80,0,18,12
81,81,0,20,12
82,82,0,22,12
83,83,0,24,12
84,84,0,25,12
85,85,0,25,12
86,86,0,26,12
87,87,0,27,12
88,88,0,28,12
89,89,0,28,12
90,90,0,29,12
91,91,0,30,12
92,92,0,31,12
93,93,0,32,12
94,94,0,33,12
95,95,0,35,12
96,96,0,37,12
97,97,0,39,12
98,98,1,1,12
99,99,0,3,12
100,100,0,4,12
101,101,0,5,12
102,102,0,5,12
103,103,0,6,12
104,104,0,8,12
105,105,0,9,12
106,106,0,10,12
107,107,0,10,12
108,108,0,12,12
109,109,0,14,12
110,110,0,16,12
111,111,0,18,12
112,112,0,19,12
113,113,0,20,12
114,114,0,22,12
115,115,0,24,12
116,116,0,25,12
117,117,0,27,12
118,118,0,28,12
119,119,0,30,12
120,120,0,31,12
121,121,0,33,12
122,122,0,34,12
123,123,1,2,12
124,124,0,4,12
125,125,0,6,12
126,126,0,7,12
127,127,0,8,12
128,128,0,9,12
129,129,0,10,12
130,130,0,11,12
131,131,0,13,12
132,132,0,14,12
133,133,0,16,12
134,134,0,17,12
135,135,0,19,12
136,136,0,21,12
137,137,1,1,12
138,138,0,4,12
139,139,0,6,12
140,140,0,7,12
141,141,0,9,12
142,142,0,10,12
143,143,0,12,12
144,144,0,14,12
145,145,0,15,12
146,146,0,15,12
147,147,0,15,12
148,148,0,16,12
149,149,0,18,12
0,0,0,2,13
1,1,0,2,13
2,2,0,3,13
3,3,0,4,13
4,4,0,5,13
5,5,0,6,13
6,6,0,8,13
7,7,0,10,13
8,8,0,12,13
9,9,0,13,13
10,10,0,15,13
11,11,0,16,13
12,12,0,18,13
13,13,0,18,13
14,14,0,19,13
15,15,0,19,13
16,16,0,21,13
17,17,0,23,13
18,18,0,24,13
19,19,0,25,13
20,20,0,27,13
21,21,0,29,13
22,22,0,31,13
23,23,0,33,13
24,24,0,35,13
25,25,1,1,13
26,26,0,2,13
27,27,0,4,13
28,28,0,6,13
29,29,0,7,13
30,30,0,9,13
31,31,0,9,13
32,32,0,10,13
33,33,0,11,13
34,34,0,12,13
35,35,0,13,13
36,36,0,14,13
37,37,0,16,13
38,38,0,18,13
39,39,0,18,13
40,40,0,18,13
41,41,0,20,13
42,42,0,21,13
43,43,0,22,13
44,44,0,23,13
45,45,0,25,13
46,46,0,25,13
47,47,0,26,13
48,48,0,26,13
49,49,0,26,13
50,50,0,27,13
51,51,0,28,13
52,52,0,30,13
53,53,0,32,13
54,54,0,33,13
55,55,1,2,13
56,56,0,3,13
57,57,0,4,13
58,58,0,5,13
59,59,0,7,13
60,60,0,9,13
61,61,0,10,13
62,62,0,11,13
63,63,0,13,13
64,64,0,16,13
65,65,0,18,13
66,66,0,20,13
67,67,0,22,13
68,68,0,24,13
69,69,0,25,13
70,70,0,26,13
71,71,0,26,13
72,72,0,27,13
73,73,0,29,13
74,74,0,31,13
75,75,0,32,13
76,76,0,34,13
77,77,0,35,13
78,78,0,37,13
79,79,0,38,13
80,80,0,39,13
81,81,1,2,13
82,82,0,3,13
83,83,0,5,13
84,84,0,7,13
85,85,0,9,13
86,86,0,10,13
87,87,0,12,13
88,88,0,14,13
89,89,0,15,13
90,90,0,17,13
91,91,0,19,13
92,92,0,21,13
93,93,0,21,13
94,94,0,21,13
95,95,0,23,13
96,96,0,25,13
97,97,0,26,13
98,98,0,28,13
99,99,0,29,13
100,100,0,31,13
101,101,1,1,13
102,102,0,3,13
103,103,0,5,13
104,104,0,6,13
105,105,0,6,13
106,106,0,8,13
107,107,0,10,13
108,108,0,12,13
109,109,0,13,13
110,110,0,14,13
111,111,0,16,13
112,112,0,17,13
113,113,0,18,13
114,114,0,19,13
115,115,0,20,13
116,116,0,22,13
117,117,0,24,13
118,118,0,26,13
119,119,0,27,13
120,120,0,29,13
121,121,0,31,13
122,122,0,33,13
123,123,0,35,13
124,124,0,36,13
125,125,0,38,13
126,126,0,40,13
127,127,1,1,13
128,128,0,3,13
129,129,0,5,13
130,130,0,7,13
131,131,0,8,13
132,132,0,10,13
133,133,0,11,13
134,134,0,12,13
135,135,0,13,13
136,136,0,13,13
137,137,0,15,13
138,138,0,17,13
139,139,0,19,13
140,140,0,21,13
141,141,0,22,13
142,142,0,23,13
143,143,0,24,13
144,144,0,24,13
145,145,0,25,13
146,146,0,27,13
147,147,0,28,13
148,148,0,30,13
149,149,0,32,13
0,0,0,2,14
1,1,0,2,14
2,2,0,4,14
3,3,0,5,14
4,4,0,7,14
5,5,0,9,14
6,6,0,11,14
7,7,0,13,14
8,8,0,15,14
9,9,0,16,14
10,10,0,17,14
11,11,0,19,14
12,12,0,20,14
13,13,0,20,14
14,14,0,21,14
15,15,0,23,14
16,16,0,25,14
17,17,0,27,14
18,18,0,28,14
19,19,0,30,14
20,20,0,32,14
21,21,0,33,14
22,22,0,34,14
23,23,0,36,14
24,24,0,38,14
25,25,0,40,14
26,26,0,40,14
27,27,0,41,14
28,28,1,1,14
29,29,0,2,14
30,30,0,4,14
31,31,0,6,14
32,32,0,7,14
33,33,0,8,14
34,34,0,10,14
35,35,0,12,14
36,36,0,13,14
37,37,0,14,14
38,38,0,15,14
39,39,0,17,14
40,40,0,18,14
41,41,0,20,14
42,42,0,22,14
43,43,0,24,14
44,44,0,26,14
45,45,0,28,14
46,46,0,29,14
47,47,0,31,14
48,48,0,32,14
49,49,0,33,14
50,50,0,35,14
51,51,0,35,14
52,52,0,36,14
53,53,0,37,14
54,54,0,38,14
55,55,0,40,14
56,56,0,42,14
57,57,0,43,14
58,58,1,2,14
59,59,0,2,14
60,60,0,5,14
61,61,0,5,14
62,62,0,5,14
63,63,0,7,14
64,64,0,9,14
65,65,0,11,14
66,66,0,12,14
67,67,0,14,14
68,68,0,16,14
69,69,0,18,14
70,70,0,20,14
71,71,0,22,14
72,72,1,2,14
73,73,0,3,14
74,74,0,5,14
75,75,0,6,14
76,76,0,8,14
77,77,0,10,14
78,78,0,11,14
79,79,0,13,14
80,80,0,15,14
81,81,0,16,14
82,82,0,18,14
83,83,0,20,14
84,84,0,21,14
85,85,0,22,14
86,86,0,23,14
87,87,0,25,14
88,88,0,27,14
89,89,0,29,14
90,90,0,30,14
91,91,0,31,14
92,92,0,33,14
93,93,0,35,14
94,94,0,36,14
95,95,1,2,14
96,96,0,4,14
97,97,0,5,14
98,98,0,6,14
99,99,0,7,14
100,100,0,8,14
101,101,0,10,14
102,102,0,11,14
103,103,0,13,14
104,104,0,15,14
105,105,0,17,14
106,106,0,18,14
107,107,0,18,14
108,108,0,20,14
109,109,0,21,14
110,110,0,23,14
111,111,0,23,14
112,112,0,25,14
113,113,0,27,14
114,114,1,2,14
115,115,0,4,14
116,116,0,6,14
117,117,0,8,14
118,118,0,10,14
119,119,0,10,14
120,120,0,11,14
121,121,0,13,14
122,122,0,14,14
123,123,0,16,14
124,124,0,17,14
125,125,0,18,14
126,126,0,19,14
127,127,0,19,14
128,128,0,20,14
129,129,0,21,14
130,130,0,23,14
131,131,0,25,14
132,132,1,2,14
133,133,0,3,14
134,134,0,5,14
135,135,0,7,14
136,136,0,10,14
137,137,0,12,14
138,138,0,14,14
139,139,0,16,14
140,140,0,18,14
141,141,0,19,14
142,142,0,21,14
143,143,0,22,14
144,144,0,22,14
145,145,0,23,14
146,146,0,24,14
147,147,0,26,14
148,148,0,27,14
149,149,0,28,14
0,0,0,2,15
1,1,0,4,15
2,2,0,6,15
3,3,0,8,15
4,4,0,10,15
5,5,0,11,15
6,6,0,13,15
7,7,0,14,15
8,8,0,16,15
9,9,0,17,15
10,10,0,19,15
11,11,0,20,15
12,12,0,21,15
13,13,0,22,15
14,14,0,24,15
15,15,0,25,15
16,16,0,26,15
17,17,0,26,15
18,18,0,28,15
19,19,0,29,15
20,20,0,31,15
21,21,0,32,15
22,22,0,33,15
23,23,1,1,15
24,24,0,1,15
25,25,0,3,15
26,26,0,4,15
27,27,0,5,15
28,28,0,7,15
29,29,0,8,15
30,30,0,10,15
31,31,0,12,15
32,32,0,13,15
33,33,0,14,15
34,34,0,16,15
35,35,0,18,15
36,36,0,20,15
37,37,0,20,15
38,38,0,21,15
39,39,0,22,15
40,40,0,24,15
41,41,0,25,15
42,42,0,25,15
43,43,0,26,15
44,44,0,28,15
45,45,0,29,15
46,46,0,30,15
47,47,0,31,15
48,48,0,32,15
49,49,0,33,15
50,50,0,35,15
51,51,0,37,15
52,52,0,40,15
53,53,0,41,15
54,54,1,1,15
55,55,0,3,15
56,56,0,4,15
57,57,0,5,15
58,58,0,6,15
59,59,0,8,15
60,60,0,9,15
61,61,0,10,15
62,62,0,12,15
63,63,0,12,15
64,64,0,13,15
65,65,0,14,15
66,66,0,15,15
67,67,0,16,15
68,68,0,18,15
69,69,0,20,15
70,70,0,21,15
71,71,0,23,15
72,72,0,24,15
73,73,0,25,15
74,74,0,27,15
75,75,0,28,15
76,76,0,28,15
77,77,0,29,15
78,78,0,29,15
79,79,0,30,15
80,80,1,1,15
81,81,0,3,15
82,82,0,4,15
83,83,0,5,15
84,84,0,6,15
85,85,0,8,15
86,86,0,9,15
87,87,0,11,15
88,88,0,13,15
89,89,0,15,15
90,90,0,17,15
91,91,0,18,15
92,92,0,19,15
93,93,0,20,15
94,94,0,21,15
95,95,0,23,15
96,96,0,24,15
97,97,0,26,15
98,98,1,1,15
99,99,0,2,15
100,100,0,4,15
101,101,0,6,15
102,102,0,9,15
103,103,0,11,15
104,104,0,13,15
105,105,0,13,15
106,106,0,14,15
107,107,0,15,15
108,108,0,16,15
109,109,0,18,15
110,110,0,19,15
111,111,0,21,15
112,112,0,22,15
113,113,0,23,15
114,114,0,24,15
115,115,0,25,15
116,116,0,26,15
117,117,0,27,15
118,118,0,29,15
119,119,0,30,15
120,120,0,32,15
121,121,0,33,15
122,122,0,35,15
123,123,0,36,15
124,124,0,37,15
125,125,1,1,15
126,126,0,2,15
127,127,0,4,15
128,128,0,4,15
129,129,0,4,15
130,130,0,6,15
131,131,0,9,15
132,132,0,10,15
133,133,0,10,15
134,134,0,10,15
135,135,0,11,15
136,136,0,12,15
137,137,0,14,15
138,138,0,16,15
139,139,0,17,15
140,140,0,19,15
141,141,0,21,15
142,142,0,22,15
143,143,0,24,15
144,144,0,26,15
145,145,0,27,15
146,146,0,29,15
147,147,0,30,15
148,148,0,32,15
149,149,0,33,15
0,0,0,2,16
1,1,0,4,16
2,2,0,5,16
3,3,0,7,16
4,4,0,9,16
5,5,0,10,16
6,6,0,12,16
7,7,0,14,16
8,8,0,16,16
9,9,0,19,16
10,10,0,19,16
11,11,0,20,16
12,12,0,22,16
13,13,0,24,16
14,14,0,26,16
15,15,0,26,16
16,16,0,27,16
17,17,0,29,16
18,18,0,31,16
19,19,0,33,16
20,20,0,35,16
21,21,0,36,16
22,22,1,1,16
23,23,0,3,16
24,24,0,5,16
25,25,0,7,16
26,26,0,8,16
27,27,0,10,16
28,28,0,11,16
29,29,0,12,16
30,30,0,14,16
31,31,0,15,16
32,32,0,15,16
33,33,0,17,16
34,34,0,18,16
35,35,0,19,16
36,36,0,20,16
37,37,0,22,16
38,38,0,23,16
39,39,0,25,16
40,40,0,27,16
41,41,0,28,16
42,42,0,29,16
43,43,0,29,16
44,44,0,31,16
45,45,1,2,16
46,46,0,3,16
47,47,0,5,16
48,48,0,7,16
49,49,0,8,16
50,50,0,11,16
51,51,0,12,16
52,52,0,13,16
53,53,0,14,16
54,54,0,15,16
55,55,0,17,16
56,56,0,18,16
57,57,0,19,16
58,58,0,21,16
59,59,0,22,16
60,60,0,24,16
61,61,0,25,16
62,62,0,27,16
63,63,0,27,16
64,64,0,29,16
65,65,0,31,16
66,66,0,32,16
67,67,0,33,16
68,68,0,34,16
69,69,0,35,16
70,70,0,36,16
71,71,0,38,16
72,72,0,38,16
73,73,0,39,16
74,74,1,1,16
75,75,0,3,16
76,76,0,5,16
77,77,0,5,16
78,78,0,6,16
79,79,0,8,16
80,80,0,9,16
81,81,0,11,16
82,82,0,13,16
83,83,0,15,16
84,84,0,17,16
85,85,0,17,16
86,86,0,18,16
87,87,0,20,16
88,88,0,22,16
89,89,0,22,16
90,90,0,24,16
91,91,0,24,16
92,92,1,2,16
93,93,0,4,16
94,94,0,6,16
95,95,0,8,16
96,96,0,10,16
97,97,0,11,16
98,98,0,12,16
99,99,0,14,16
100,100,0,16,16
101,101,0,17,16
102,102,0,18,16
103,103,0,20,16
104,104,0,20,16
105,105,0,22,16
106,106,0,23,16
107,107,0,24,16
108,108,0,26,16
109,109,0,28,16
110,110,0,29,16
111,111,0,30,16
112,112,0,32,16
113,113,0,34,16
114,114,0,35,16
115,115,0,36,16
116,116,0,38,16
117,117,0,40,16
118,118,0,42,16
119,119,0,44,16
120,120,1,1,16
121,121,0,2,16
122,122,0,4,16
123,123,0,6,16
124,124,0,7,16
125,125,0,9,16
126,126,0,11,16
127,127,0,13,16
128,128,0,15,16
129,129,0,16,16
130,130,0,18,16
131,131,0,19,16
132,132,0,21,16
133,133,0,24,16
134,134,0,26,16
135,135,0,27,16
136,136,0,28,16
137,137,0,30,16
138,138,1,2,16
139,139,0,3,16
140,140,0,5,16
141,141,0,7,16
142,142,0,8,16
143,143,0,9,16
144,144,0,10,16
145,145,0,12,16
146,146,0,14,16
147,147,0,15,16
148,148,0,16,16
149,149,0,18,16
0,0,0,2,17
1,1,0,4,17
2,2,0,5,17
3,3,0,7,17
4,4,0,9,17
5,5,0,10,17
6,6,0,11,17
7,7,0,11,17
8,8,0,12,17
9,9,0,13,17
10,10,0,15,17
11,11,0,17,17
12,12,0,18,17
13,13,0,20,17
14,14,0,22,17
15,15,0,24,17
16,16,0,26,17
17,17,0,28,17
18,18,0,29,17
19,19,0,30,17
20,20,1,0,17
21,21,0,1,17
22,22,0,3,17
23,23,0,5,17
24,24,0,7,17
25,25,0,9,17
26,26,0,10,17
27,27,0,12,17
28,28,0,14,17
29,29,0,16,17
30,30,0,17,17
31,31,0,18,17
32,32,0,20,17
33,33,0,21,17
34,34,0,21,17
35,35,0,22,17
36,36,0,24,17
37,37,0,25,17
38,38,0,26,17
39,39,0,27,17
40,40,0,28,17
41,41,1,2,17
42,42,0,3,17
43,43,0,4,17
44,44,0,5,17
45,45,0,5,17
46,46,0,6,17
47,47,0,6,17
48,48,0,8,17
49,49,0,10,17
50,50,0,12,17
51,51,0,14,17
52,52,0,16,17
53,53,0,16,17
54,54,0,17,17
55,55,0,19,17
56,56,0,20,17
57,57,0,21,17
58,58,0,21,17
59,59,0,22,17
60,60,0,23,17
61,61,0,25,17
62,62,0,27,17
63,63,0,28,17
64,64,0,29,17
65,65,0,30,17
66,66,0,30,17
67,67,0,31,17
68,68,0,33,17
69,69,0,33,17
70,70,0,34,17
71,71,0,36,17
72,72,0,38,17
73,73,0,40,17
74,74,1,1,17
75,75,0,3,17
76,76,0,5,17
77,77,0,5,17
78,78,0,7,17
79,79,0,9,17
80,80,0,11,17
81,81,0,12,17
82,82,0,12,17
83,83,0,13,17
84,84,0,14,17
85,85,0,15,17
86,86,0,17,17
87,87,0,18,17
88,88,0,19,17
89,89,0,21,17
90,90,0,22,17
91,91,0,24,17
92,92,0,26,17
93,93,1,1,17
94,94,0,3,17
95,95,0,5,17
96,96,0,7,17
97,97,0,9,17
98,98,0,10,17
99,99,0,12,17
100,100,0,13,17
101,101,0,14,17
102,102,0,16,17
103,103,0,18,17
104,104,0,19,17
105,105,0,21,17
106,106,0,21,17
107,107,0,22,17
108,108,0,23,17
109,109,0,25,17
110,110,0,27,17
111,111,0,28,17
112,112,0,30,17
113,113,0,32,17
114,114,0,34,17
115,115,0,36,17
116,116,0,37,17
117,117,0,39,17
118,118,0,40,17
119,119,0,41,17
120,120,0,41,17
121,121,0,43,17
122,122,0,44,17
123,123,0,46,17
124,124,0,47,17
125,125,1,2,17
126,126,0,2,17
127,127,0,4,17
128,128,0,4,17
129,129,0,6,17
130,130,0,8,17
131,131,0,10,17
132,132,0,12,17
133,133,0,14,17
134,134,0,16,17
135,135,0,16,17
136,136,0,18,17
137,137,0,20,17
138,138,0,22,17
139,139,0,22,17
140,140,0,24,17
141,141,0,25,17
142,142,1,2,17
143,143,0,3,17
144,144,0,4,17
145,145,0,6,17
146,146,0,6,17
147,147,0,7,17
148,148,0,7,17
149,149,0,8,17
0,0,0,1,18
1,1,0,3,18
2,2,0,5,18
3,3,0,6,18
4,4,0,7,18
5,5,0,7,18
6,6,0,8,18
7,7,0,10,18
8,8,0,12,18
9,9,0,13,18
10,10,0,14,18
11,11,0,16,18
12,12,0,16,18
13,13,0,18,18
14,14,0,19,18
15,15,0,20,18
16,16,0,22,18
17,17,0,24,18
18,18,0,26,18
19,19,0,27,18
20,20,0,28,18
21,21,0,30,18
22,22,1,1,18
23,23,0,2,18
24,24,0,4,18
25,25,0,6,18
26,26,0,6,18
27,27,0,7,18
28,28,0,8,18
29,29,0,10,18
30,30,0,11,18
31,31,0,12,18
32,32,0,13,18
33,33,0,13,18
34,34,0,14,18
35,35,0,16,18
36,36,0,18,18
37,37,0,19,18
38,38,0,20,18
39,39,0,21,18
40,40,0,23,18
41,41,0,24,18
42,42,0,25,18
43,43,0,26,18
44,44,0,28,18
45,45,0,29,18
46,46,0,30,18
47,47,0,31,18
48,48,0,33,18
49,49,0,34,18
50,50,0,35,18
51,51,0,35,18
52,52,0,37,18
53,53,0,38,18
54,54,0,39,18
55,55,0,41,18
56,56,1,2,18
57,57,0,4,18
58,58,0,6,18
59,59,0,7,18
60,60,0,9,18
61,61,0,11,18
62,62,0,13,18
63,63,0,14,18
64,64,0,16,18
65,65,0,18,18
66,66,0,20,18
67,67,0,21,18
68,68,0,23,18
69,69,0,23,18
70,70,0,25,18
71,71,0,27,18
72,72,0,28,18
73,73,0,29,18
74,74,1,1,18
75,75,0,3,18
76,76,0,5,18
77,77,0,7,18
78,78,0,9,18
79,79,0,11,18
80,80,0,13,18
81,81,0,14,18
82,82,0,15,18
83,83,0,16,18
84,84,0,17,18
85,85,0,19,18
86,86,0,20,18
87,87,0,22,18
88,88,0,24,18
89,89,0,24,18
90,90,0,26,18
91,91,0,28,18
92,92,0,30,18
93,93,0,32,18
