,household_id,school_id,y_ij,test_scores,sports,distance
10484,2096,4,1,0.5,2.8,1.1876962399179336
10485,2097,0,0,0.95,1.0,8.576579327325895
10486,2097,1,0,0.45,3.5,8.45893939704658
10487,2097,2,0,0.65,0.5,4.97323732841423
10488,2097,3,1,0.85,2.0,3.729949507239834
10489,2097,4,0,0.5,2.8,3.4508645426257325
10490,2098,0,0,0.95,1.0,6.157996291288893
10491,2098,1,0,0.45,3.5,8.651933431585782
10492,2098,2,0,0.65,0.5,4.409468836461053
10493,2098,3,1,0.85,2.0,0.17572346129836067
10494,2098,4,0,0.5,2.8,6.079959910716075
10495,2099,0,0,0.95,1.0,4.728690892325224
10496,2099,1,0,0.45,3.5,2.0572066763926773
10497,2099,2,0,0.65,0.5,4.670270374875015
10498,2099,3,1,0.85,2.0,8.682784774453172
10499,2099,4,0,0.5,2.8,7.567187931702959
10500,2100,0,1,0.95,1.0,7.0521589310116095
10501,2100,1,0,0.45,3.5,3.5958578019905967
10502,2100,2,0,0.65,0.5,3.1241249172483068
10503,2100,3,0,0.85,2.0,6.52611060778216
10504,2100,4,0,0.5,2.8,2.405694787145009
10505,2101,0,0,0.95,1.0,7.396768903457651
10506,2101,1,1,0.45,3.5,9.188306407430796
10507,2101,2,0,0.65,0.5,5.029855310230211
10508,2101,3,0,0.85,2.0,1.4744199696383253
10509,2101,4,0,0.5,2.8,5.646830852127943
10510,2102,0,0,0.95,1.0,4.829903218130668
10511,2102,1,1,0.45,3.5,2.586924253940411
10512,2102,2,0,0.65,0.5,1.6966120698399676
10513,2102,3,0,0.85,2.0,5.921554520176958
10514,2102,4,0,0.5,2.8,4.292903438763132
10515,2103,0,1,0.95,1.0,6.881994576594542
10516,2103,1,0,0.45,3.5,3.5021942291720585
10517,2103,2,0,0.65,0.5,2.967372270362184
10518,2103,3,0,0.85,2.0,6.430025813554932
10519,2103,4,0,0.5,2.8,2.4997493933496915
10520,2104,0,0,0.95,1.0,8.599354322087903
10521,2104,1,1,0.45,3.5,7.0784870187402555
10522,2104,2,0,0.65,0.5,4.471373474577674
10523,2104,3,0,0.85,2.0,5.087374865668867
10524,2104,4,0,0.5,2.8,1.4273985923706534
10525,2105,0,0,0.95,1.0,7.334881434230505
10526,2105,1,0,0.45,3.5,1.4455582202468282
10527,2105,2,0,0.65,0.5,5.6233373955793775
10528,2105,3,0,0.85,2.0,9.856683436172622
10529,2105,4,1,0.5,2.8,6.741169132637422
10530,2106,0,0,0.95,1.0,4.283039845892569
10531,2106,1,0,0.45,3.5,2.8425745900503316
10532,2106,2,0,0.65,0.5,1.420682594975283
10533,2106,3,1,0.85,2.0,5.6530034292694005
10534,2106,4,0,0.5,2.8,4.657493719784061
10535,2107,0,0,0.95,1.0,3.049896019657029
10536,2107,1,0,0.45,3.5,3.7222440672381576
10537,2107,2,0,0.65,0.5,4.576050252039927
10538,2107,3,1,0.85,2.0,8.001585525525531
10539,2107,4,0,0.5,2.8,8.281220084484506
10540,2108,0,0,0.95,1.0,6.3262728353603475
10541,2108,1,0,0.45,3.5,9.180339121028007
10542,2108,2,0,0.65,0.5,4.941429224994621
10543,2108,3,0,0.85,2.0,0.7462031855899542
10544,2108,4,1,0.5,2.8,6.69430486188399
10545,2109,0,0,0.95,1.0,5.797433203756237
10546,2109,1,1,0.45,3.5,0.42339265876353605
10547,2109,2,0,0.65,0.5,4.368800687698835
10548,2109,3,0,0.85,2.0,8.601951961861957
10549,2109,4,0,0.5,2.8,6.368878013093069
10550,2110,0,0,0.95,1.0,5.899574261524709
10551,2110,1,1,0.45,3.5,3.1411983705601765
10552,2110,2,0,0.65,0.5,2.078156109974719
10553,2110,3,0,0.85,2.0,5.896637892192516
10554,2110,4,0,0.5,2.8,3.1356800167755794
10555,2111,0,0,0.95,1.0,7.240530953318865
10556,2111,1,1,0.45,3.5,2.1531840450700583
10557,2111,2,0,0.65,0.5,4.127319052990743
10558,2111,3,0,0.85,2.0,8.089086697422433
10559,2111,4,0,0.5,2.8,4.200504332147774
10560,2112,0,1,0.95,1.0,2.0453860548016727
10561,2112,1,0,0.45,3.5,5.218699461108081
10562,2112,2,0,0.65,0.5,5.112216807658421
10563,2112,3,0,0.85,2.0,7.812470627889795
10564,2112,4,0,0.5,2.8,9.16983736299796
10565,2113,0,0,0.95,1.0,1.9711065843854199
10566,2113,1,1,0.45,3.5,5.860260485186239
10567,2113,2,0,0.65,0.5,5.532749457957912
10568,2113,3,0,0.85,2.0,7.929689790580202
10569,2113,4,0,0.5,2.8,9.661126847426214
10570,2114,0,0,0.95,1.0,2.9264732794373325
10571,2114,1,0,0.45,3.5,3.3915262137520035
10572,2114,2,0,0.65,0.5,2.0282251275202863
10573,2114,3,1,0.85,2.0,5.72057202360414
10574,2114,4,0,0.5,2.8,5.971863066125065
10575,2115,0,0,0.95,1.0,2.177220693833837
10576,2115,1,1,0.45,3.5,3.850137056207809
10577,2115,2,0,0.65,0.5,3.3815001606337107
10578,2115,3,0,0.85,2.0,6.636680745760421
10579,2115,4,0,0.5,2.8,7.357227516060199
10580,2116,0,0,0.95,1.0,5.549432437744098
10581,2116,1,0,0.45,3.5,5.223646269986451
10582,2116,2,0,0.65,0.5,1.4960590895094117
10583,2116,3,0,0.85,2.0,3.6317909142273166
10584,2116,4,1,0.5,2.8,3.111299602661411
10585,2117,0,1,0.95,1.0,1.6292329591082513
10586,2117,1,0,0.45,3.5,4.506612576369451
10587,2117,2,0,0.65,0.5,2.8463796823936787
10588,2117,3,0,0.85,2.0,5.647494814446116
10589,2117,4,0,0.5,2.8,7.039130241559851
10590,2118,0,0,0.95,1.0,7.863018506201635
10591,2118,1,0,0.45,3.5,6.181453607614921
10592,2118,2,0,0.65,0.5,3.6674878798968145
10593,2118,3,1,0.85,2.0,4.9689602529386905
10594,2118,4,0,0.5,2.8,1.0362792430183496
10595,2119,0,0,0.95,1.0,5.405842048106799
10596,2119,1,0,0.45,3.5,6.562083816998409
10597,2119,2,0,0.65,0.5,2.3787738366394655
10598,2119,3,1,0.85,2.0,2.06305257093669
10599,2119,4,0,0.5,2.8,4.253704465836969
10600,2120,0,0,0.95,1.0,8.776471477689594
10601,2120,1,1,0.45,3.5,4.772417092423787
10602,2120,2,0,0.65,0.5,4.770706556200019
10603,2120,3,0,0.85,2.0,7.664418907306735
10604,2120,4,0,0.5,2.8,2.1196298007059413
10605,2121,0,0,0.95,1.0,10.05694370341635
10606,2121,1,0,0.45,3.5,7.868371065386432
10607,2121,2,0,0.65,0.5,5.860384778929068
10608,2121,3,1,0.85,2.0,6.540409489595935
10609,2121,4,0,0.5,2.8,1.8831098907183372
10610,2122,0,0,0.95,1.0,8.309593243840027
10611,2122,1,0,0.45,3.5,8.319862336290473
10612,2122,2,0,0.65,0.5,4.75466648964096
10613,2122,3,0,0.85,2.0,3.463177379315794
10614,2122,4,1,0.5,2.8,3.487745256947183
10615,2123,0,0,0.95,1.0,3.609317767445148
10616,2123,1,1,0.45,3.5,7.331759498563278
10617,2123,2,0,0.65,0.5,3.444476635937944
10618,2123,3,0,0.85,2.0,2.4442056472956395
10619,2123,4,0,0.5,2.8,6.833861561712347
10620,2124,0,0,0.95,1.0,4.049798852428339
10621,2124,1,1,0.45,3.5,4.358736194960237
10622,2124,2,0,0.65,0.5,0.2242214758455905
10623,2124,3,0,0.85,2.0,4.135452734974045
10624,2124,4,0,0.5,2.8,4.438432132558846
10625,2125,0,0,0.95,1.0,8.012222748425879
10626,2125,1,0,0.45,3.5,11.004194736944203
10627,2125,2,0,0.65,0.5,6.761643726085349
10628,2125,3,1,0.85,2.0,2.5193947583553067
10629,2125,4,0,0.5,2.8,7.952605760794733
10630,2126,0,0,0.95,1.0,1.1438209718418617
10631,2126,1,0,0.45,3.5,6.775588306401414
10632,2126,2,0,0.65,0.5,5.381185863701597
10633,2126,3,1,0.85,2.0,6.928616434870689
10634,2126,4,0,0.5,2.8,9.62320093231865
10635,2127,0,0,0.95,1.0,8.739620764637943
10636,2127,1,1,0.45,3.5,6.391072783910284
10637,2127,2,0,0.65,0.5,4.501961670067549
10638,2127,3,0,0.85,2.0,5.974069503134028
10639,2127,4,0,0.5,2.8,0.3928697593657472
10640,2128,0,0,0.95,1.0,4.350638715080083
10641,2128,1,1,0.45,3.5,5.624033236947079
10642,2128,2,0,0.65,0.5,1.3851083527095467
10643,2128,3,0,0.85,2.0,2.864838642438012
10644,2128,4,0,0.5,2.8,4.5726352433074995
10645,2129,0,0,0.95,1.0,9.440900139881588
10646,2129,1,0,0.45,3.5,7.303622662817736
10647,2129,2,0,0.65,0.5,5.235947127690259
10648,2129,3,1,0.85,2.0,6.122693904410942
10649,2129,4,0,0.5,2.8,1.303721287975138
10650,2130,0,0,0.95,1.0,5.175744202435737
10651,2130,1,0,0.45,3.5,8.29628481756595
10652,2130,2,0,0.65,0.5,4.111090419217023
10653,2130,3,1,0.85,2.0,0.9868065138519876
10654,2130,4,0,0.5,2.8,6.558490742610592
10655,2131,0,0,0.95,1.0,7.817598006506766
10656,2131,1,0,0.45,3.5,7.870833760873211
10657,2131,2,0,0.65,0.5,4.248161997265793
10658,2131,3,0,0.85,2.0,3.184923330117233
10659,2131,4,1,0.5,2.8,3.313445656516494
10660,2132,0,0,0.95,1.0,3.5405168776849845
10661,2132,1,1,0.45,3.5,3.0188202984662977
10662,2132,2,0,0.65,0.5,4.329609063972809
10663,2132,3,0,0.85,2.0,8.023574845369042
10664,2132,4,0,0.5,2.8,7.8074175969073645
10665,2133,0,0,0.95,1.0,10.70817470272521
10666,2133,1,0,0.45,3.5,7.633346150459178
10667,2133,2,0,0.65,0.5,6.466554225455934
10668,2133,3,0,0.85,2.0,7.833560726055174
10669,2133,4,1,0.5,2.8,2.2288206831057287
10670,2134,0,1,0.95,1.0,1.0186687364380025
10671,2134,1,0,0.45,3.5,7.012227754681113
10672,2134,2,0,0.65,0.5,5.083930167713483
10673,2134,3,0,0.85,2.0,6.2065573240609275
10674,2134,4,0,0.5,2.8,9.308867058121427
10675,2135,0,1,0.95,1.0,3.0703325242252597
10676,2135,1,0,0.45,3.5,7.642724189426702
10677,2135,2,0,0.65,0.5,4.083988399731113
10678,2135,3,0,0.85,2.0,3.308578163294401
10679,2135,4,0,0.5,2.8,7.741510233085089
10680,2136,0,0,0.95,1.0,6.578576063025466
10681,2136,1,1,0.45,3.5,9.407112653173396
10682,2136,2,0,0.65,0.5,5.165671615555351
10683,2136,3,0,0.85,2.0,0.9351780632657416
10684,2136,4,0,0.5,2.8,6.789010492148088
10685,2137,0,0,0.95,1.0,4.870151889712939
10686,2137,1,1,0.45,3.5,6.33519301018951
10687,2137,2,0,0.65,0.5,2.0964412127544847
10688,2137,3,0,0.85,2.0,2.157651742222772
10689,2137,4,0,0.5,2.8,4.590397813719034
10690,2138,0,0,0.95,1.0,8.327807182149774
10691,2138,1,1,0.45,3.5,7.790475658018609
10692,2138,2,0,0.65,0.5,4.508051855120892
10693,2138,3,0,0.85,2.0,3.9941897900246754
10694,2138,4,0,0.5,2.8,2.700498212155026
10695,2139,0,0,0.95,1.0,8.69371106537337
10696,2139,1,0,0.45,3.5,5.817899751769704
10697,2139,2,0,0.65,0.5,4.463716580660581
10698,2139,3,1,0.85,2.0,6.4808621265450785
10699,2139,4,0,0.5,2.8,0.5185743309623174
10700,2140,0,0,0.95,1.0,2.823446223559325
10701,2140,1,0,0.45,3.5,8.133934562865656
10702,2140,2,0,0.65,0.5,4.925860232509993
10703,2140,3,0,0.85,2.0,4.285709578058955
10704,2140,4,1,0.5,2.8,8.749648534833577
10705,2141,0,0,0.95,1.0,5.20432306900995
10706,2141,1,0,0.45,3.5,2.7515389639949888
10707,2141,2,0,0.65,0.5,1.7389228330455004
10708,2141,3,1,0.85,2.0,5.871689583773256
10709,2141,4,0,0.5,2.8,3.8681683820569166
10710,2142,0,0,0.95,1.0,0.939864860802849
10711,2142,1,0,0.45,3.5,6.939605508702499
10712,2142,2,0,0.65,0.5,4.966205719161535
10713,2142,3,1,0.85,2.0,6.0965788663521305
10714,2142,4,0,0.5,2.8,9.189290099539438
10715,2143,0,0,0.95,1.0,4.876389981188251
10716,2143,1,0,0.45,3.5,2.3165426431180403
10717,2143,2,0,0.65,0.5,5.033556946925501
10718,2143,3,1,0.85,2.0,9.017040604239266
10719,2143,4,0,0.5,2.8,7.930587104827158
10720,2144,0,0,0.95,1.0,3.7241743683528328
10721,2144,1,1,0.45,3.5,3.4337485281459794
10722,2144,2,0,0.65,0.5,1.0648173284998905
10723,2144,3,0,0.85,2.0,5.145584799767914
10724,2144,4,0,0.5,2.8,4.939453123600938
10725,2145,0,0,0.95,1.0,5.943854440353373
10726,2145,1,0,0.45,3.5,9.094599669350202
10727,2145,2,0,0.65,0.5,4.88000802404926
10728,2145,3,1,0.85,2.0,0.9577126311297699
10729,2145,4,0,0.5,2.8,6.94978784003237
10730,2146,0,1,0.95,1.0,8.425478456814398
10731,2146,1,0,0.45,3.5,7.270470994944374
10732,2146,2,0,0.65,0.5,4.384787107955626
10733,2146,3,0,0.85,2.0,4.646823374721735
10734,2146,4,0,0.5,2.8,1.8611901401909994
10735,2147,0,0,0.95,1.0,8.279847566081934
10736,2147,1,0,0.45,3.5,6.551212948252075
10737,2147,2,0,0.65,0.5,4.095465021664966
10738,2147,3,1,0.85,2.0,5.160162438723882
10739,2147,4,0,0.5,2.8,0.9948827919958902
10740,2148,0,0,0.95,1.0,5.631930499191678
10741,2148,1,1,0.45,3.5,1.1147097009526448
10742,2148,2,0,0.65,0.5,3.2232401627004545
10743,2148,3,0,0.85,2.0,7.452246411350915
10744,2148,4,0,0.5,2.8,5.005987729226381
10745,2149,0,0,0.95,1.0,7.03013105765785
10746,2149,1,0,0.45,3.5,5.9126443132266795
10747,2149,2,0,0.65,0.5,2.8963724768320285
10748,2149,3,0,0.85,2.0,4.221206495111132
10749,2149,4,1,0.5,2.8,1.831721693176864
10750,2150,0,0,0.95,1.0,4.757633826441744
10751,2150,1,0,0.45,3.5,1.4763421863602422
10752,2150,2,0,0.65,0.5,4.081262968907956
10753,2150,3,1,0.85,2.0,8.19352357606493
10754,2150,4,0,0.5,2.8,6.832154507639306
10755,2151,0,0,0.95,1.0,9.41904130555522
10756,2151,1,0,0.45,3.5,7.876157439248777
10757,2151,2,0,0.65,0.5,5.324401663412504
10758,2151,3,0,0.85,2.0,5.537567167887523
10759,2151,4,1,0.5,2.8,1.9950355964103244
10760,2152,0,1,0.95,1.0,5.699602627768715
10761,2152,1,0,0.45,3.5,5.922808738657112
10762,2152,2,0,0.65,0.5,1.9853182676799992
10763,2152,3,0,0.85,2.0,2.96703789885717
10764,2152,4,0,0.5,2.8,3.376019421374792
10765,2153,0,0,0.95,1.0,0.7797470581154745
10766,2153,1,1,0.45,3.5,6.147843985188071
10767,2153,2,0,0.65,0.5,3.815936783730749
10768,2153,3,0,0.85,2.0,5.2275004934141895
10769,2153,4,0,0.5,2.8,8.032106921612723
10770,2154,0,0,0.95,1.0,6.304910969241058
10771,2154,1,1,0.45,3.5,0.9063859373066141
10772,2154,2,0,0.65,0.5,3.8793678587616993
10773,2154,3,0,0.85,2.0,8.079446422858405
10774,2154,4,0,0.5,2.8,5.132941421556499
10775,2155,0,0,0.95,1.0,2.673693368275593
10776,2155,1,1,0.45,3.5,3.4887318673561554
10777,2155,2,0,0.65,0.5,3.7198679155249907
10778,2155,3,0,0.85,2.0,7.176599792074105
10779,2155,4,0,0.5,2.8,7.5183906782198795
10780,2156,0,0,0.95,1.0,5.040756819832594
10781,2156,1,1,0.45,3.5,3.9278670720530715
10782,2156,2,0,0.65,0.5,0.8760990557480652
10783,2156,3,0,0.85,2.0,4.701803842701919
10784,2156,4,0,0.5,2.8,3.4822219622356783
10785,2157,0,0,0.95,1.0,4.3783677926144495
10786,2157,1,0,0.45,3.5,2.143747750584958
10787,2157,2,0,0.65,0.5,2.182633715519932
10788,2157,3,0,0.85,2.0,6.39782193047842
10789,2157,4,1,0.5,2.8,5.133972666935924
10790,2158,0,1,0.95,1.0,3.0250499497394157
10791,2158,1,0,0.45,3.5,3.220509508427815
10792,2158,2,0,0.65,0.5,3.8679148764143685
10793,2158,3,0,0.85,2.0,7.453177140555643
10794,2158,4,0,0.5,2.8,7.5346269837302975
10795,2159,0,0,0.95,1.0,7.162573154609664
10796,2159,1,0,0.45,3.5,2.546959732206473
10797,2159,2,0,0.65,0.5,3.7765635989112707
10798,2159,3,0,0.85,2.0,7.6182584201221495
10799,2159,4,1,0.5,2.8,3.6362633345383935
10800,2160,0,0,0.95,1.0,4.204947047922166
10801,2160,1,0,0.45,3.5,7.81414834432508
10802,2160,2,0,0.65,0.5,3.796421618746857
10803,2160,3,1,0.85,2.0,1.9402886041665608
10804,2160,4,0,0.5,2.8,6.866152819355805
10805,2161,0,0,0.95,1.0,6.592774471134141
10806,2161,1,1,0.45,3.5,3.2644596655530194
10807,2161,2,0,0.65,0.5,2.7457350899680844
10808,2161,3,0,0.85,2.0,6.357784634646062
10809,2161,4,0,0.5,2.8,2.759247567965954
10810,2162,0,1,0.95,1.0,6.057236511972466
10811,2162,1,0,0.45,3.5,0.815059907445863
10812,2162,2,0,0.65,0.5,4.854643225727782
10813,2162,3,0,0.85,2.0,9.081343460385343
10814,2162,4,0,0.5,2.8,6.815057412541505
10815,2163,0,1,0.95,1.0,7.462096827850095
10816,2163,1,0,0.45,3.5,1.585859499637663
10817,2163,2,0,0.65,0.5,5.762312332702723
10818,2163,3,0,0.85,2.0,9.994675406767584
10819,2163,4,0,0.5,2.8,6.83561246495333
10820,2164,0,0,0.95,1.0,5.849652220906829
10821,2164,1,1,0.45,3.5,6.034377436267306
10822,2164,2,0,0.65,0.5,2.1345101860035474
10823,2164,3,0,0.85,2.0,2.9493315217136593
10824,2164,4,0,0.5,2.8,3.3005812158990433
10825,2165,0,0,0.95,1.0,4.132253598846076
10826,2165,1,0,0.45,3.5,3.120328292934834
10827,2165,2,0,0.65,0.5,1.1654034927001113
10828,2165,3,1,0.85,2.0,5.383296568637625
10829,2165,4,0,0.5,2.8,4.651968486180758
10830,2166,0,1,0.95,1.0,6.937709086190721
10831,2166,1,0,0.45,3.5,1.1524987810212044
10832,2166,2,0,0.65,0.5,5.389545179290782
10833,2166,3,0,0.85,2.0,9.631518106663023
10834,2166,4,0,0.5,2.8,6.77957130758426
10835,2167,0,0,0.95,1.0,5.495512965188282
10836,2167,1,1,0.45,3.5,0.5706638773679115
10837,2167,2,0,0.65,0.5,4.098100148591232
10838,2167,3,0,0.85,2.0,8.322451104983097
10839,2167,4,0,0.5,2.8,6.276000868802876
10840,2168,0,0,0.95,1.0,1.005386337925886
10841,2168,1,0,0.45,3.5,6.955265335194013
10842,2168,2,0,0.65,0.5,5.168921012159968
10843,2168,3,1,0.85,2.0,6.407790022850794
10844,2168,4,0,0.5,2.8,9.403440177478114
10845,2169,0,0,0.95,1.0,5.118721014032455
10846,2169,1,1,0.45,3.5,1.885558591306863
10847,2169,2,0,0.65,0.5,4.900121803109952
10848,2169,3,0,0.85,2.0,8.970343146690428
10849,2169,4,0,0.5,2.8,7.604017527013573
10850,2170,0,0,0.95,1.0,5.9857022419023185
10851,2170,1,0,0.45,3.5,5.059240955080634
10852,2170,2,0,0.65,0.5,1.7962614338099872
10853,2170,3,0,0.85,2.0,4.105750995326071
10854,2170,4,1,0.5,2.8,2.573806315259906
10855,2171,0,1,0.95,1.0,3.9215994522342856
10856,2171,1,0,0.45,3.5,2.39646317481928
10857,2171,2,0,0.65,0.5,2.1949743165341853
10858,2171,3,0,0.85,2.0,6.316073839991464
10859,2171,4,0,0.5,2.8,5.500625622301992
10860,2172,0,0,0.95,1.0,1.933391708846403
10861,2172,1,1,0.45,3.5,6.564659259303736
10862,2172,2,0,0.65,0.5,3.455153447484032
10863,2172,3,0,0.85,2.0,4.0965130904904115
10864,2172,4,0,0.5,2.8,7.492540770091649
10865,2173,0,0,0.95,1.0,7.8308012129835545
10866,2173,1,1,0.45,3.5,1.9018021680866821
10867,2173,2,0,0.65,0.5,5.379862648450278
10868,2173,3,0,0.85,2.0,9.500999565616329
10869,2173,4,0,0.5,2.8,5.706522285518226
10870,2174,0,0,0.95,1.0,4.106792327030892
10871,2174,1,1,0.45,3.5,1.9616148117044012
10872,2174,2,0,0.65,0.5,3.592002900244885
10873,2174,3,0,0.85,2.0,7.612951924269405
10874,2174,4,0,0.5,2.8,6.703672609351946
10875,2175,0,0,0.95,1.0,2.8131154276219728
10876,2175,1,1,0.45,3.5,7.463655529578468
10877,2175,2,0,0.65,0.5,3.999320935049124
10878,2175,3,0,0.85,2.0,3.504708549770885
10879,2175,4,0,0.5,2.8,7.750839791527086
10880,2176,0,0,0.95,1.0,4.233979307797439
10881,2176,1,1,0.45,3.5,2.0347489787723254
10882,2176,2,0,0.65,0.5,2.4423861121235815
10883,2176,3,0,0.85,2.0,6.617423700714143
10884,2176,4,0,0.5,2.8,5.477583323193853
10885,2177,0,0,0.95,1.0,10.177453582252436
10886,2177,1,1,0.45,3.5,7.295425513729742
10887,2177,2,0,0.65,0.5,5.934812895870302
10888,2177,3,0,0.85,2.0,7.295257006548707
10889,2177,4,0,0.5,2.8,1.6921722131845525
10890,2178,0,0,0.95,1.0,6.239213105118578
10891,2178,1,0,0.45,3.5,9.396783206461416
10892,2178,2,0,0.65,0.5,5.174964776413603
10893,2178,3,1,0.85,2.0,1.1229364385430243
10894,2178,4,0,0.5,2.8,7.115668675757716
10895,2179,0,0,0.95,1.0,1.7905525453875588
10896,2179,1,0,0.45,3.5,6.713638000146693
10897,2179,2,0,0.65,0.5,3.715431280219727
10898,2179,3,0,0.85,2.0,4.305336688234349
10899,2179,4,1,0.5,2.8,7.771922592143886
10900,2180,0,0,0.95,1.0,5.622952226076009
10901,2180,1,1,0.45,3.5,2.09743224595299
10902,2180,2,0,0.65,0.5,2.492919686118887
10903,2180,3,0,0.85,2.0,6.635516189153243
10904,2180,4,0,0.5,2.8,4.100207968645619
10905,2181,0,0,0.95,1.0,6.73700582269667
10906,2181,1,1,0.45,3.5,4.041335987553128
10907,2181,2,0,0.65,0.5,2.61949405857966
10908,2181,3,0,0.85,2.0,5.778503411920448
10909,2181,4,0,0.5,2.8,2.0823666321806646
10910,2182,0,0,0.95,1.0,6.910928875260005
10911,2182,1,1,0.45,3.5,1.2216078645251705
10912,2182,2,0,0.65,0.5,5.464207342626003
10913,2182,3,0,0.85,2.0,9.70684284367199
10914,2182,4,0,0.5,2.8,6.924896089293567
10915,2183,0,0,0.95,1.0,9.528329046304806
10916,2183,1,0,0.45,3.5,6.344327913918421
10917,2183,2,0,0.65,0.5,5.306066728475003
10918,2183,3,0,0.85,2.0,7.215136282478271
10919,2183,4,1,0.5,2.8,1.2327342939185948
10920,2184,0,0,0.95,1.0,7.336446449458482
10921,2184,1,0,0.45,3.5,5.713438842082741
10922,2184,2,0,0.65,0.5,3.1246146508356296
10923,2184,3,1,0.85,2.0,4.7836231070406825
10924,2184,4,0,0.5,2.8,1.304985412432403
10925,2185,0,0,0.95,1.0,4.855270454836906
10926,2185,1,0,0.45,3.5,2.4787696715288474
10927,2185,2,0,0.65,0.5,5.145576548693455
10928,2185,3,1,0.85,2.0,9.099978953406259
10929,2185,4,0,0.5,2.8,8.085806382007666
10930,2186,0,0,0.95,1.0,2.8414829978053544
10931,2186,1,0,0.45,3.5,6.694313264910859
10932,2186,2,0,0.65,0.5,3.065785893379065
10933,2186,3,1,0.85,2.0,3.1597873661565683
10934,2186,4,0,0.5,2.8,6.835500030083186
10935,2187,0,0,0.95,1.0,1.3905368047081528
10936,2187,1,0,0.45,3.5,6.014856158243
10937,2187,2,0,0.65,0.5,3.2801069962360794
10938,2187,3,1,0.85,2.0,4.619492310758837
10939,2187,4,0,0.5,2.8,7.455508782656339
10940,2188,0,1,0.95,1.0,3.5730321785735817
10941,2188,1,0,0.45,3.5,7.710222114281217
10942,2188,2,0,0.65,0.5,3.9172295739346614
10943,2188,3,0,0.85,2.0,2.6910685643932473
10944,2188,4,0,0.5,2.8,7.343215652607132
10945,2189,0,0,0.95,1.0,5.651477830321511
10946,2189,1,0,0.45,3.5,6.399514820243956
10947,2189,2,0,0.65,0.5,2.3103429125154324
10948,2189,3,1,0.85,2.0,2.391982193139938
10949,2189,4,0,0.5,2.8,3.8387715587418128
10950,2190,0,1,0.95,1.0,0.5077594445675853
10951,2190,1,0,0.45,3.5,6.274123136409677
10952,2190,2,0,0.65,0.5,4.736242590884861
10953,2190,3,0,0.85,2.0,6.442000204019887
10954,2190,4,0,0.5,2.8,8.978093790213817
10955,2191,0,0,0.95,1.0,7.047837654389146
10956,2191,1,0,0.45,3.5,9.783151388603947
10957,2191,2,0,0.65,0.5,5.541021179529964
10958,2191,3,1,0.85,2.0,1.3022213067124613
10959,2191,4,0,0.5,2.8,6.908966335232338
10960,2192,0,0,0.95,1.0,8.426940861550168
10961,2192,1,0,0.45,3.5,6.832714686909035
10962,2192,2,0,0.65,0.5,4.2744515850089195
10963,2192,3,1,0.85,2.0,5.084868013279017
10964,2192,4,0,0.5,2.8,1.236341547108507
10965,2193,0,0,0.95,1.0,0.9908910335361851
10966,2193,1,0,0.45,3.5,6.326248084207855
10967,2193,2,0,0.65,0.5,3.841070256623084
10968,2193,3,1,0.85,2.0,5.048388516119326
10969,2193,4,0,0.5,2.8,8.032793809894951
10970,2194,0,0,0.95,1.0,5.517581592543436
10971,2194,1,1,0.45,3.5,0.9590597107301397
10972,2194,2,0,0.65,0.5,3.305282456617589
10973,2194,3,0,0.85,2.0,7.545196399518188
10974,2194,4,0,0.5,2.8,5.235081432573312
10975,2195,0,1,0.95,1.0,2.5476701239120048
10976,2195,1,0,0.45,3.5,5.094782297789218
10977,2195,2,0,0.65,0.5,1.834668009804683
10978,2195,3,0,0.85,2.0,4.095754722946062
10979,2195,4,0,0.5,2.8,6.02008225459815
10980,2196,0,0,0.95,1.0,2.822023918296903
10981,2196,1,1,0.45,3.5,3.2989553095143473
10982,2196,2,0,0.65,0.5,3.6117587304793726
10983,2196,3,0,0.85,2.0,7.155871443801589
10984,2196,4,0,0.5,2.8,7.357022717033578
10985,2197,0,0,0.95,1.0,8.442470495429058
10986,2197,1,1,0.45,3.5,4.296765113633915
10987,2197,2,0,0.65,0.5,4.527391933307309
10988,2197,3,0,0.85,2.0,7.650644743667734
10989,2197,4,0,0.5,2.8,2.391494798104737
10990,2198,0,0,0.95,1.0,8.068144922909662
10991,2198,1,0,0.45,3.5,4.148510406311701
10992,2198,2,0,0.65,0.5,4.120828818658433
10993,2198,3,0,0.85,2.0,7.263079354798159
10994,2198,4,1,0.5,2.8,2.2062406505861407
10995,2199,0,0,0.95,1.0,7.8308097536506684
10996,2199,1,0,0.45,3.5,10.211278117799198
10997,2199,2,0,0.65,0.5,5.994969816273749
10998,2199,3,1,0.85,2.0,1.8997698273796038
10999,2199,4,0,0.5,2.8,6.823323588852884
11000,2200,0,0,0.95,1.0,8.53832108096566
11001,2200,1,0,0.45,3.5,6.57105681758569
11002,2200,2,0,0.65,0.5,4.328924604104179
11003,2200,3,1,0.85,2.0,5.504578889987648
11004,2200,4,0,0.5,2.8,0.7591110421897759
11005,2201,0,0,0.95,1.0,5.128797902722845
11006,2201,1,1,0.45,3.5,2.140481150728445
11007,2201,2,0,0.65,0.5,5.110704244717284
11008,2201,3,0,0.85,2.0,9.14641657685231
11009,2201,4,0,0.5,2.8,7.869817521834179
11010,2202,0,0,0.95,1.0,7.691355508798089
11011,2202,1,1,0.45,3.5,2.118851040654542
11012,2202,2,0,0.65,0.5,6.360413780341934
11013,2202,3,0,0.85,2.0,10.602839109495356
11014,2202,4,0,0.5,2.8,7.599524810908141
